xflr5 v6.59

Aetheria
T1-83.3 m/s-VLM1
QInf  =,   83.300000 ,m/s
Alpha = ,   3.100000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.432987
Cy    = ,   0.000000
Cd=,   0.012107,ICd=,    0.006955,PCd=,    0.005153
Cl   = ,-8.82067e-18
Cm   =,   -0.197281
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    0.557443, YCP=,   -0.000000, ZCP=,    0.016093 
XNP=,    0.000000
Bending =,    0.000000

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -4.8365,   0.6605, -1.976, 0.116368, 0.005609, 0.006989,-0.093664,-0.020896, 0.5757, 0.2452, 0.4292, 0.0000
   -4.8067,   0.6666, -1.833, 0.179646, 0.005523, 0.006258,-0.138305,-0.026886, 0.5412, 0.2998, 0.3989, 0.1415
   -4.7473,   0.6788, -1.650, 0.245692, 0.005424, 0.007211,-0.183809,-0.034219, 0.5070, 0.3673, 0.3885, 1.7391
   -4.6585,   0.6969, -1.450, 0.302849, 0.005296, 0.007710,-0.219678,-0.040133, 0.4787, 0.4451, 0.3818, 8.6611
   -4.5411,   0.7208, -1.260, 0.349160, 0.005204, 0.007695,-0.244499,-0.044425, 0.4559, 0.5063, 0.3765,28.4006
   -4.3957,   0.7505, -1.097, 0.385002, 0.005146, 0.007374,-0.259225,-0.047373, 0.4370, 0.5506, 0.3723,72.7642
   -4.2231,   0.7858, -0.966, 0.411713, 0.005107, 0.006943,-0.265705,-0.049338, 0.4217, 0.5769, 0.3691,158.2088
   -4.0245,   0.8263, -0.869, 0.430912, 0.005095, 0.006532,-0.265950,-0.050629, 0.4079, 0.5890, 0.3668,305.8951
   -3.8011,   0.8719, -0.801, 0.444135, 0.005088, 0.006207,-0.261766,-0.051470, 0.3959, 0.5901, 0.3652,541.5075
   -3.5543,   0.9223, -0.759, 0.452688, 0.005091, 0.005992,-0.254622,-0.052009, 0.3859, 0.5855, 0.3642,894.8659
   -3.2856,   0.9772, -0.738, 0.457602, 0.005099, 0.005889,-0.245636,-0.052345, 0.3780, 0.5788, 0.3637,1399.3329
   -2.9966,   1.0362, -0.734, 0.459660, 0.005108, 0.005887,-0.235622,-0.052538, 0.3709, 0.5673, 0.3636,2091.0081
   -2.6891,   1.0990, -0.745, 0.459431, 0.005118, 0.005974,-0.225146,-0.052626, 0.3649, 0.5519, 0.3638,3007.7018
   -2.3651,   1.1651, -0.769, 0.457312, 0.005127, 0.006136,-0.214584,-0.052631, 0.3595, 0.5330, 0.3644,4187.6897
   -2.0264,   1.2343, -0.804, 0.453562, 0.005138, 0.006365,-0.204173,-0.052564, 0.3548, 0.5111, 0.3652,5668.2614
   -1.6753,   1.3060, -0.850, 0.448328, 0.005145, 0.006653,-0.194040,-0.052425, 0.3517, 0.4890, 0.3662,7484.0903
   -1.3138,   1.3798, -0.908, 0.441656, 0.005153, 0.006999,-0.184233,-0.052203, 0.3497, 0.4656, 0.3675,9665.4709
   -0.9443,   1.4552, -0.980, 0.433486, 0.005163, 0.007411,-0.174723,-0.051871, 0.3489, 0.4399, 0.3689,12236.4747
   -0.5689,   1.5318, -1.072, 0.423603, 0.005169, 0.007928,-0.165385,-0.051354, 0.3500, 0.4156, 0.3705,15213.0848
   -0.1900,   1.6092, -1.213, 0.411392, 0.005175, 0.008729,-0.155836,-0.050429, 0.3515, 0.3911, 0.3719,18601.3352
    0.1900,   1.6092, -1.213, 0.411392, 0.005175, 0.008729,-0.155836,-0.050429, 0.3515, 0.3911, 0.3719,18601.3351
    0.5689,   1.5318, -1.072, 0.423603, 0.005169, 0.007928,-0.165385,-0.051354, 0.3500, 0.4156, 0.3705,15213.0847
    0.9443,   1.4552, -0.980, 0.433486, 0.005163, 0.007411,-0.174723,-0.051871, 0.3489, 0.4399, 0.3689,12236.4746
    1.3138,   1.3798, -0.908, 0.441656, 0.005153, 0.006999,-0.184233,-0.052203, 0.3497, 0.4656, 0.3675,9665.4708
    1.6753,   1.3060, -0.850, 0.448328, 0.005145, 0.006653,-0.194040,-0.052425, 0.3517, 0.4890, 0.3662,7484.0902
    2.0264,   1.2343, -0.804, 0.453562, 0.005138, 0.006365,-0.204173,-0.052564, 0.3548, 0.5111, 0.3652,5668.2613
    2.3651,   1.1651, -0.769, 0.457312, 0.005127, 0.006136,-0.214584,-0.052631, 0.3595, 0.5330, 0.3644,4187.6897
    2.6891,   1.0990, -0.745, 0.459431, 0.005118, 0.005974,-0.225146,-0.052626, 0.3649, 0.5519, 0.3638,3007.7017
    2.9966,   1.0362, -0.734, 0.459660, 0.005108, 0.005887,-0.235622,-0.052538, 0.3709, 0.5673, 0.3636,2091.0080
    3.2856,   0.9772, -0.738, 0.457602, 0.005099, 0.005889,-0.245636,-0.052345, 0.3780, 0.5788, 0.3637,1399.3329
    3.5543,   0.9223, -0.759, 0.452688, 0.005091, 0.005992,-0.254622,-0.052009, 0.3859, 0.5855, 0.3642,894.8659
    3.8011,   0.8719, -0.801, 0.444135, 0.005088, 0.006207,-0.261766,-0.051470, 0.3959, 0.5901, 0.3652,541.5075
    4.0245,   0.8263, -0.869, 0.430912, 0.005095, 0.006532,-0.265950,-0.050629, 0.4079, 0.5890, 0.3668,305.8951
    4.2231,   0.7858, -0.966, 0.411713, 0.005107, 0.006943,-0.265705,-0.049338, 0.4217, 0.5769, 0.3691,158.2088
    4.3957,   0.7505, -1.097, 0.385002, 0.005146, 0.007374,-0.259225,-0.047373, 0.4370, 0.5506, 0.3723,72.7642
    4.5411,   0.7208, -1.260, 0.349160, 0.005204, 0.007695,-0.244499,-0.044425, 0.4559, 0.5063, 0.3765,28.4006
    4.6585,   0.6969, -1.450, 0.302849, 0.005296, 0.007710,-0.219678,-0.040133, 0.4787, 0.4451, 0.3818, 8.6610
    4.7473,   0.6788, -1.650, 0.245692, 0.005424, 0.007211,-0.183809,-0.034219, 0.5070, 0.3673, 0.3885, 1.7391
    4.8067,   0.6666, -1.833, 0.179646, 0.005523, 0.006258,-0.138305,-0.026886, 0.5412, 0.2998, 0.3989, 0.1415
    4.8365,   0.6605, -1.976, 0.116368, 0.005609, 0.006989,-0.093664,-0.020896, 0.5757, 0.2452, 0.4292, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 310,   7.132e-01,  -1.675e+00,   2.556e-02,       0.007,      -0.004,       1.000,   3.645e-02,      0.4570
 311,   6.117e-01,  -1.675e+00,   2.597e-02,      -0.005,      -0.004,       1.000,   3.555e-02,      0.5062
 312,   5.133e-01,  -1.675e+00,   2.509e-02,      -0.023,      -0.004,       1.000,   3.379e-02,      0.5313
 313,   4.205e-01,  -1.675e+00,   2.261e-02,      -0.040,      -0.003,       0.999,   3.120e-02,      0.5462
 314,   3.355e-01,  -1.675e+00,   1.889e-02,      -0.056,      -0.004,       0.998,   2.785e-02,      0.5602
 315,   2.604e-01,  -1.675e+00,   1.446e-02,      -0.070,      -0.004,       0.998,   2.380e-02,      0.5841
 316,   1.971e-01,  -1.675e+00,   9.893e-03,      -0.081,      -0.004,       0.997,   1.917e-02,      0.6373
 317,   1.471e-01,  -1.675e+00,   5.747e-03,      -0.090,      -0.005,       0.996,   1.405e-02,      0.7660
 318,   1.117e-01,  -1.675e+00,   2.522e-03,      -0.096,      -0.005,       0.995,   8.575e-03,      1.1269
 319,   9.180e-02,  -1.675e+00,   5.982e-04,      -0.099,      -0.005,       0.995,   2.883e-03,      2.5672
Strip 17
 320,   1.445e+00,  -1.314e+00,   1.408e-04,       0.066,      -0.010,       0.998,   3.116e-03,      0.0587
 321,   1.432e+00,  -1.314e+00,   9.733e-04,       0.065,      -0.010,       0.998,   9.271e-03,      0.1004
 322,   1.403e+00,  -1.314e+00,   2.849e-03,       0.062,      -0.010,       0.998,   1.520e-02,      0.1456
 323,   1.358e+00,  -1.314e+00,   5.609e-03,       0.058,      -0.009,       0.998,   2.074e-02,      0.1892
 324,   1.298e+00,  -1.314e+00,   9.019e-03,       0.053,      -0.008,       0.999,   2.577e-02,      0.2311
 325,   1.224e+00,  -1.314e+00,   1.279e-02,       0.047,      -0.008,       0.999,   3.017e-02,      0.2703
 326,   1.140e+00,  -1.314e+00,   1.662e-02,       0.040,      -0.007,       0.999,   3.382e-02,      0.3073
 327,   1.045e+00,  -1.314e+00,   2.020e-02,       0.032,      -0.006,       0.999,   3.663e-02,      0.3422
 328,   9.440e-01,  -1.314e+00,   2.326e-02,       0.024,      -0.005,       1.000,   3.855e-02,      0.3756
 329,   8.381e-01,  -1.314e+00,   2.557e-02,       0.015,      -0.005,       1.000,   3.951e-02,      0.4100
 330,   7.302e-01,  -1.314e+00,   2.701e-02,       0.007,      -0.004,       1.000,   3.951e-02,      0.4518
 331,   6.229e-01,  -1.314e+00,   2.744e-02,      -0.005,      -0.004,       1.000,   3.853e-02,      0.5003
 332,   5.190e-01,  -1.314e+00,   2.651e-02,      -0.023,      -0.004,       1.000,   3.662e-02,      0.5247
 333,   4.209e-01,  -1.314e+00,   2.389e-02,      -0.040,      -0.003,       0.999,   3.382e-02,      0.5385
 334,   3.311e-01,  -1.314e+00,   1.996e-02,      -0.056,      -0.004,       0.998,   3.018e-02,      0.5512
 335,   2.517e-01,  -1.314e+00,   1.528e-02,      -0.070,      -0.004,       0.998,   2.580e-02,      0.5733
 336,   1.849e-01,  -1.314e+00,   1.045e-02,      -0.081,      -0.004,       0.997,   2.077e-02,      0.6236
 337,   1.321e-01,  -1.314e+00,   6.072e-03,      -0.090,      -0.005,       0.996,   1.523e-02,      0.7471
 338,   9.471e-02,  -1.314e+00,   2.665e-03,      -0.096,      -0.005,       0.995,   9.294e-03,      1.0959
 339,   7.364e-02,  -1.314e+00,   6.320e-04,      -0.099,      -0.005,       0.995,   3.125e-03,      2.4930
Strip 18
 340,   1.501e+00,  -9.443e-01,   1.485e-04,       0.066,      -0.010,       0.998,   3.349e-03,      0.0580
 341,   1.488e+00,  -9.443e-01,   1.027e-03,       0.065,      -0.010,       0.998,   9.964e-03,      0.0992
 342,   1.457e+00,  -9.443e-01,   3.005e-03,       0.062,      -0.010,       0.998,   1.633e-02,      0.1438
 343,   1.409e+00,  -9.443e-01,   5.916e-03,       0.058,      -0.009,       0.998,   2.229e-02,      0.1868
 344,   1.346e+00,  -9.443e-01,   9.512e-03,       0.053,      -0.008,       0.999,   2.770e-02,      0.2281
 345,   1.269e+00,  -9.443e-01,   1.349e-02,       0.047,      -0.008,       0.999,   3.242e-02,      0.2667
 346,   1.179e+00,  -9.443e-01,   1.753e-02,       0.040,      -0.007,       0.999,   3.635e-02,      0.3032
 347,   1.080e+00,  -9.443e-01,   2.131e-02,       0.032,      -0.006,       0.999,   3.937e-02,      0.3375
 348,   9.730e-01,  -9.443e-01,   2.453e-02,       0.024,      -0.005,       1.000,   4.143e-02,      0.3704
 349,   8.613e-01,  -9.443e-01,   2.697e-02,       0.015,      -0.005,       1.000,   4.247e-02,      0.4042
 350,   7.475e-01,  -9.443e-01,   2.849e-02,       0.007,      -0.004,       1.000,   4.246e-02,      0.4453
 351,   6.344e-01,  -9.443e-01,   2.894e-02,      -0.005,      -0.004,       1.000,   4.142e-02,      0.4931
 352,   5.247e-01,  -9.443e-01,   2.796e-02,      -0.023,      -0.004,       1.000,   3.936e-02,      0.5166
 353,   4.213e-01,  -9.443e-01,   2.519e-02,      -0.040,      -0.003,       0.999,   3.634e-02,      0.5293
 354,   3.266e-01,  -9.443e-01,   2.105e-02,      -0.056,      -0.004,       0.998,   3.244e-02,      0.5404
 355,   2.429e-01,  -9.443e-01,   1.611e-02,      -0.070,      -0.004,       0.998,   2.773e-02,      0.5603
 356,   1.724e-01,  -9.443e-01,   1.102e-02,      -0.081,      -0.004,       0.997,   2.233e-02,      0.6072
 357,   1.167e-01,  -9.443e-01,   6.404e-03,      -0.090,      -0.005,       0.996,   1.637e-02,      0.7244
 358,   7.729e-02,  -9.443e-01,   2.811e-03,      -0.096,      -0.005,       0.995,   9.989e-03,      1.0589
 359,   5.506e-02,  -9.443e-01,   6.665e-04,      -0.099,      -0.005,       0.995,   3.358e-03,      2.4046
Strip 19
 360,   1.559e+00,  -5.689e-01,   1.563e-04,       0.066,      -0.010,       0.998,   3.570e-03,      0.0570
 361,   1.545e+00,  -5.689e-01,   1.081e-03,       0.065,      -0.010,       0.998,   1.062e-02,      0.0974
 362,   1.512e+00,  -5.689e-01,   3.163e-03,       0.062,      -0.010,       0.998,   1.741e-02,      0.1412
 363,   1.462e+00,  -5.689e-01,   6.228e-03,       0.058,      -0.009,       0.998,   2.376e-02,      0.1834
 364,   1.395e+00,  -5.689e-01,   1.001e-02,       0.053,      -0.008,       0.999,   2.953e-02,      0.2239
 365,   1.314e+00,  -5.689e-01,   1.420e-02,       0.047,      -0.008,       0.999,   3.456e-02,      0.2618
 366,   1.220e+00,  -5.689e-01,   1.846e-02,       0.040,      -0.007,       0.999,   3.874e-02,      0.2977
 367,   1.115e+00,  -5.689e-01,   2.243e-02,       0.032,      -0.006,       0.999,   4.196e-02,      0.3315
 368,   1.003e+00,  -5.689e-01,   2.582e-02,       0.024,      -0.005,       1.000,   4.416e-02,      0.3638
 369,   8.849e-01,  -5.689e-01,   2.839e-02,       0.015,      -0.005,       1.000,   4.526e-02,      0.3970
 370,   7.651e-01,  -5.689e-01,   2.999e-02,       0.007,      -0.004,       1.000,   4.526e-02,      0.4375
 371,   6.460e-01,  -5.689e-01,   3.046e-02,      -0.005,      -0.004,       1.000,   4.414e-02,      0.4845
 372,   5.306e-01,  -5.689e-01,   2.943e-02,      -0.023,      -0.004,       1.000,   4.195e-02,      0.5070
 373,   4.217e-01,  -5.689e-01,   2.652e-02,      -0.040,      -0.003,       0.999,   3.874e-02,      0.5184
 374,   3.220e-01,  -5.689e-01,   2.216e-02,      -0.056,      -0.004,       0.998,   3.457e-02,      0.5277
 375,   2.339e-01,  -5.689e-01,   1.696e-02,      -0.070,      -0.004,       0.998,   2.955e-02,      0.5450
 376,   1.597e-01,  -5.689e-01,   1.160e-02,      -0.081,      -0.004,       0.997,   2.380e-02,      0.5878
 377,   1.011e-01,  -5.689e-01,   6.742e-03,      -0.090,      -0.005,       0.996,   1.744e-02,      0.6977
 378,   5.960e-02,  -5.689e-01,   2.959e-03,      -0.096,      -0.005,       0.995,   1.065e-02,      1.0154
 379,   3.620e-02,  -5.689e-01,   7.016e-04,      -0.099,      -0.005,       0.995,   3.579e-03,      2.3006
Strip 20
 380,   1.616e+00,  -1.900e-01,   1.642e-04,       0.066,      -0.010,       0.998,   3.773e-03,      0.0551
 381,   1.602e+00,  -1.900e-01,   1.135e-03,       0.065,      -0.010,       0.998,   1.123e-02,      0.0942
 382,   1.567e+00,  -1.900e-01,   3.323e-03,       0.062,      -0.010,       0.998,   1.840e-02,      0.1365
 383,   1.515e+00,  -1.900e-01,   6.542e-03,       0.058,      -0.009,       0.998,   2.512e-02,      0.1775
 384,   1.445e+00,  -1.900e-01,   1.052e-02,       0.053,      -0.008,       0.999,   3.121e-02,      0.2171
 385,   1.359e+00,  -1.900e-01,   1.492e-02,       0.047,      -0.008,       0.999,   3.653e-02,      0.2543
 386,   1.260e+00,  -1.900e-01,   1.939e-02,       0.040,      -0.007,       0.999,   4.095e-02,      0.2898
 387,   1.150e+00,  -1.900e-01,   2.356e-02,       0.032,      -0.006,       0.999,   4.436e-02,      0.3232
 388,   1.032e+00,  -1.900e-01,   2.713e-02,       0.024,      -0.005,       1.000,   4.667e-02,      0.3553
 389,   9.087e-01,  -1.900e-01,   2.983e-02,       0.015,      -0.005,       1.000,   4.784e-02,      0.3883
 390,   7.829e-01,  -1.900e-01,   3.150e-02,       0.007,      -0.004,       1.000,   4.784e-02,      0.4284
 391,   6.578e-01,  -1.900e-01,   3.200e-02,      -0.005,      -0.004,       1.000,   4.666e-02,      0.4748
 392,   5.365e-01,  -1.900e-01,   3.092e-02,      -0.023,      -0.004,       1.000,   4.434e-02,      0.4963
 393,   4.221e-01,  -1.900e-01,   2.786e-02,      -0.040,      -0.003,       0.999,   4.095e-02,      0.5062
 394,   3.174e-01,  -1.900e-01,   2.328e-02,      -0.056,      -0.004,       0.998,   3.655e-02,      0.5133
 395,   2.249e-01,  -1.900e-01,   1.782e-02,      -0.070,      -0.004,       0.998,   3.124e-02,      0.5272
 396,   1.469e-01,  -1.900e-01,   1.219e-02,      -0.081,      -0.004,       0.997,   2.515e-02,      0.5648
 397,   8.535e-02,  -1.900e-01,   7.082e-03,      -0.090,      -0.005,       0.996,   1.844e-02,      0.6655
 398,   4.174e-02,  -1.900e-01,   3.108e-03,      -0.096,      -0.005,       0.995,   1.125e-02,      0.9623
 399,   1.716e-02,  -1.900e-01,   7.371e-04,      -0.099,      -0.005,       0.995,   3.783e-03,      2.1732
Strip 21
 400,   1.616e+00,   1.900e-01,   1.642e-04,       0.066,       0.010,       0.998,   3.773e-03,      0.0551
 401,   1.602e+00,   1.900e-01,   1.135e-03,       0.065,       0.010,       0.998,   1.123e-02,      0.0942
 402,   1.567e+00,   1.900e-01,   3.323e-03,       0.062,       0.010,       0.998,   1.840e-02,      0.1365
 403,   1.515e+00,   1.900e-01,   6.542e-03,       0.058,       0.009,       0.998,   2.512e-02,      0.1775
 404,   1.445e+00,   1.900e-01,   1.052e-02,       0.053,       0.008,       0.999,   3.121e-02,      0.2171
 405,   1.359e+00,   1.900e-01,   1.492e-02,       0.047,       0.008,       0.999,   3.653e-02,      0.2543
 406,   1.260e+00,   1.900e-01,   1.939e-02,       0.040,       0.007,       0.999,   4.095e-02,      0.2898
 407,   1.150e+00,   1.900e-01,   2.356e-02,       0.032,       0.006,       0.999,   4.436e-02,      0.3232
 408,   1.032e+00,   1.900e-01,   2.713e-02,       0.024,       0.005,       1.000,   4.667e-02,      0.3553
 409,   9.087e-01,   1.900e-01,   2.983e-02,       0.015,       0.005,       1.000,   4.784e-02,      0.3883
 410,   7.829e-01,   1.900e-01,   3.150e-02,       0.007,       0.004,       1.000,   4.784e-02,      0.4284
 411,   6.578e-01,   1.900e-01,   3.200e-02,      -0.005,       0.004,       1.000,   4.666e-02,      0.4748
 412,   5.365e-01,   1.900e-01,   3.092e-02,      -0.023,       0.004,       1.000,   4.434e-02,      0.4963
 413,   4.221e-01,   1.900e-01,   2.786e-02,      -0.040,       0.003,       0.999,   4.095e-02,      0.5062
 414,   3.174e-01,   1.900e-01,   2.328e-02,      -0.056,       0.004,       0.998,   3.655e-02,      0.5133
 415,   2.249e-01,   1.900e-01,   1.782e-02,      -0.070,       0.004,       0.998,   3.124e-02,      0.5272
 416,   1.469e-01,   1.900e-01,   1.219e-02,      -0.081,       0.004,       0.997,   2.515e-02,      0.5648
 417,   8.535e-02,   1.900e-01,   7.082e-03,      -0.090,       0.005,       0.996,   1.844e-02,      0.6655
 418,   4.174e-02,   1.900e-01,   3.108e-03,      -0.096,       0.005,       0.995,   1.125e-02,      0.9623
 419,   1.716e-02,   1.900e-01,   7.371e-04,      -0.099,       0.005,       0.995,   3.783e-03,      2.1732
Strip 22
 420,   1.559e+00,   5.689e-01,   1.563e-04,       0.066,       0.010,       0.998,   3.570e-03,      0.0570
 421,   1.545e+00,   5.689e-01,   1.081e-03,       0.065,       0.010,       0.998,   1.062e-02,      0.0974
 422,   1.512e+00,   5.689e-01,   3.163e-03,       0.062,       0.010,       0.998,   1.741e-02,      0.1412
 423,   1.462e+00,   5.689e-01,   6.228e-03,       0.058,       0.009,       0.998,   2.376e-02,      0.1834
 424,   1.395e+00,   5.689e-01,   1.001e-02,       0.053,       0.008,       0.999,   2.953e-02,      0.2239
 425,   1.314e+00,   5.689e-01,   1.420e-02,       0.047,       0.008,       0.999,   3.456e-02,      0.2618
 426,   1.220e+00,   5.689e-01,   1.846e-02,       0.040,       0.007,       0.999,   3.874e-02,      0.2977
 427,   1.115e+00,   5.689e-01,   2.243e-02,       0.032,       0.006,       0.999,   4.196e-02,      0.3315
 428,   1.003e+00,   5.689e-01,   2.582e-02,       0.024,       0.005,       1.000,   4.416e-02,      0.3638
 429,   8.849e-01,   5.689e-01,   2.839e-02,       0.015,       0.005,       1.000,   4.526e-02,      0.3970
 430,   7.651e-01,   5.689e-01,   2.999e-02,       0.007,       0.004,       1.000,   4.526e-02,      0.4375
 431,   6.460e-01,   5.689e-01,   3.046e-02,      -0.005,       0.004,       1.000,   4.414e-02,      0.4845
 432,   5.306e-01,   5.689e-01,   2.943e-02,      -0.023,       0.004,       1.000,   4.195e-02,      0.5070
 433,   4.217e-01,   5.689e-01,   2.652e-02,      -0.040,       0.003,       0.999,   3.874e-02,      0.5184
 434,   3.220e-01,   5.689e-01,   2.216e-02,      -0.056,       0.004,       0.998,   3.457e-02,      0.5277
 435,   2.339e-01,   5.689e-01,   1.696e-02,      -0.070,       0.004,       0.998,   2.955e-02,      0.5450
 436,   1.597e-01,   5.689e-01,   1.160e-02,      -0.081,       0.004,       0.997,   2.380e-02,      0.5878
 437,   1.011e-01,   5.689e-01,   6.742e-03,      -0.090,       0.005,       0.996,   1.744e-02,      0.6977
 438,   5.960e-02,   5.689e-01,   2.959e-03,      -0.096,       0.005,       0.995,   1.065e-02,      1.0154
 439,   3.620e-02,   5.689e-01,   7.016e-04,      -0.099,       0.005,       0.995,   3.579e-03,      2.3006
Strip 23
 440,   1.501e+00,   9.443e-01,   1.485e-04,       0.066,       0.010,       0.998,   3.349e-03,      0.0580
 441,   1.488e+00,   9.443e-01,   1.027e-03,       0.065,       0.010,       0.998,   9.964e-03,      0.0992
 442,   1.457e+00,   9.443e-01,   3.005e-03,       0.062,       0.010,       0.998,   1.633e-02,      0.1438
 443,   1.409e+00,   9.443e-01,   5.916e-03,       0.058,       0.009,       0.998,   2.229e-02,      0.1868
 444,   1.346e+00,   9.443e-01,   9.512e-03,       0.053,       0.008,       0.999,   2.770e-02,      0.2281
 445,   1.269e+00,   9.443e-01,   1.349e-02,       0.047,       0.008,       0.999,   3.242e-02,      0.2667
 446,   1.179e+00,   9.443e-01,   1.753e-02,       0.040,       0.007,       0.999,   3.635e-02,      0.3032
 447,   1.080e+00,   9.443e-01,   2.131e-02,       0.032,       0.006,       0.999,   3.937e-02,      0.3375
 448,   9.730e-01,   9.443e-01,   2.453e-02,       0.024,       0.005,       1.000,   4.143e-02,      0.3704
 449,   8.613e-01,   9.443e-01,   2.697e-02,       0.015,       0.005,       1.000,   4.247e-02,      0.4042
 450,   7.475e-01,   9.443e-01,   2.849e-02,       0.007,       0.004,       1.000,   4.246e-02,      0.4453
 451,   6.344e-01,   9.443e-01,   2.894e-02,      -0.005,       0.004,       1.000,   4.142e-02,      0.4931
 452,   5.247e-01,   9.443e-01,   2.796e-02,      -0.023,       0.004,       1.000,   3.936e-02,      0.5166
 453,   4.213e-01,   9.443e-01,   2.519e-02,      -0.040,       0.003,       0.999,   3.634e-02,      0.5293
 454,   3.266e-01,   9.443e-01,   2.105e-02,      -0.056,       0.004,       0.998,   3.244e-02,      0.5404
 455,   2.429e-01,   9.443e-01,   1.611e-02,      -0.070,       0.004,       0.998,   2.773e-02,      0.5603
 456,   1.724e-01,   9.443e-01,   1.102e-02,      -0.081,       0.004,       0.997,   2.233e-02,      0.6072
 457,   1.167e-01,   9.443e-01,   6.404e-03,      -0.090,       0.005,       0.996,   1.637e-02,      0.7244
 458,   7.729e-02,   9.443e-01,   2.811e-03,      -0.096,       0.005,       0.995,   9.989e-03,      1.0589
 459,   5.506e-02,   9.443e-01,   6.665e-04,      -0.099,       0.005,       0.995,   3.358e-03,      2.4046
Strip 24
 460,   1.445e+00,   1.314e+00,   1.408e-04,       0.066,       0.010,       0.998,   3.116e-03,      0.0587
 461,   1.432e+00,   1.314e+00,   9.733e-04,       0.065,       0.010,       0.998,   9.271e-03,      0.1004
 462,   1.403e+00,   1.314e+00,   2.849e-03,       0.062,       0.010,       0.998,   1.520e-02,      0.1456
 463,   1.358e+00,   1.314e+00,   5.609e-03,       0.058,       0.009,       0.998,   2.074e-02,      0.1892
 464,   1.298e+00,   1.314e+00,   9.019e-03,       0.053,       0.008,       0.999,   2.577e-02,      0.2311
 465,   1.224e+00,   1.314e+00,   1.279e-02,       0.047,       0.008,       0.999,   3.017e-02,      0.2703
 466,   1.140e+00,   1.314e+00,   1.662e-02,       0.040,       0.007,       0.999,   3.382e-02,      0.3073
 467,   1.045e+00,   1.314e+00,   2.020e-02,       0.032,       0.006,       0.999,   3.663e-02,      0.3422
 468,   9.440e-01,   1.314e+00,   2.326e-02,       0.024,       0.005,       1.000,   3.855e-02,      0.3756
 469,   8.381e-01,   1.314e+00,   2.557e-02,       0.015,       0.005,       1.000,   3.951e-02,      0.4100
 470,   7.302e-01,   1.314e+00,   2.701e-02,       0.007,       0.004,       1.000,   3.951e-02,      0.4518
 471,   6.229e-01,   1.314e+00,   2.744e-02,      -0.005,       0.004,       1.000,   3.853e-02,      0.5003
 472,   5.190e-01,   1.314e+00,   2.651e-02,      -0.023,       0.004,       1.000,   3.662e-02,      0.5247
 473,   4.209e-01,   1.314e+00,   2.389e-02,      -0.040,       0.003,       0.999,   3.382e-02,      0.5385
 474,   3.311e-01,   1.314e+00,   1.996e-02,      -0.056,       0.004,       0.998,   3.018e-02,      0.5512
 475,   2.517e-01,   1.314e+00,   1.528e-02,      -0.070,       0.004,       0.998,   2.580e-02,      0.5733
 476,   1.849e-01,   1.314e+00,   1.045e-02,      -0.081,       0.004,       0.997,   2.077e-02,      0.6236
 477,   1.321e-01,   1.314e+00,   6.072e-03,      -0.090,       0.005,       0.996,   1.523e-02,      0.7471
 478,   9.471e-02,   1.314e+00,   2.665e-03,      -0.096,       0.005,       0.995,   9.294e-03,      1.0959
 479,   7.364e-02,   1.314e+00,   6.320e-04,      -0.099,       0.005,       0.995,   3.125e-03,      2.4930
Strip 25
 480,   1.390e+00,   1.675e+00,   1.332e-04,       0.066,       0.010,       0.998,   2.875e-03,      0.0592
 481,   1.378e+00,   1.675e+00,   9.212e-04,       0.065,       0.010,       0.998,   8.554e-03,      0.1014
 482,   1.350e+00,   1.675e+00,   2.697e-03,       0.062,       0.010,       0.998,   1.402e-02,      0.1470
 483,   1.307e+00,   1.675e+00,   5.309e-03,       0.058,       0.009,       0.998,   1.914e-02,      0.1910
 484,   1.250e+00,   1.675e+00,   8.536e-03,       0.053,       0.008,       0.999,   2.378e-02,      0.2334
 485,   1.181e+00,   1.675e+00,   1.211e-02,       0.047,       0.008,       0.999,   2.783e-02,      0.2730
 486,   1.101e+00,   1.675e+00,   1.573e-02,       0.040,       0.007,       0.999,   3.120e-02,      0.3105
 487,   1.012e+00,   1.675e+00,   1.912e-02,       0.032,       0.006,       0.999,   3.380e-02,      0.3459
 488,   9.156e-01,   1.675e+00,   2.201e-02,       0.024,       0.005,       1.000,   3.556e-02,      0.3798
 489,   8.154e-01,   1.675e+00,   2.421e-02,       0.015,       0.005,       1.000,   3.646e-02,      0.4147
 490,   7.132e-01,   1.675e+00,   2.556e-02,       0.007,       0.004,       1.000,   3.645e-02,      0.4570
 491,   6.117e-01,   1.675e+00,   2.597e-02,      -0.005,       0.004,       1.000,   3.555e-02,      0.5062
 492,   5.133e-01,   1.675e+00,   2.509e-02,      -0.023,       0.004,       1.000,   3.379e-02,      0.5313
 493,   4.205e-01,   1.675e+00,   2.261e-02,      -0.040,       0.003,       0.999,   3.120e-02,      0.5462
 494,   3.355e-01,   1.675e+00,   1.889e-02,      -0.056,       0.004,       0.998,   2.785e-02,      0.5602
 495,   2.604e-01,   1.675e+00,   1.446e-02,      -0.070,       0.004,       0.998,   2.380e-02,      0.5841
